"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.563058033E1,7.030879211E-1,9.839937744E0,1.268761597E0,9.946278873E0
1.564057633E1,6.096821594E-1,9.857002258E0,1.211879883E0,9.949917523E0
1.565057233E1,3.990701294E-1,9.858648834E0,1.369502106E0,9.961312656E0
1.566056833E1,1.345701599E-1,9.800868988E0,1.650018768E0,9.939703415E0
1.567056433E1,5.553451538E-2,9.745933228E0,2.067949677E0,9.963067521E0
1.568056033E1,7.664062500E-2,9.610464935E0,2.460732880E0,9.920792124E0
1.569055633E1,1.713935852E-1,9.502838745E0,2.737058258E0,9.890642440E0
1.570055233E1,2.911445618E-1,9.445807343E0,2.909649353E0,9.888078725E0
1.571054833E1,3.062631226E-1,9.360484772E0,3.117866364E0,9.870844084E0
1.572054433E1,3.844006348E-1,9.308243408E0,3.400927734E0,9.917533395E0
1.573054033E1,5.724096680E-1,9.185348969E0,3.755240936E0,9.939825099E0
1.574053633E1,7.791297913E-1,9.027577057E0,4.104614410E0,9.947464512E0
1.575053233E1,9.276210022E-1,8.834628296E0,4.432732086E0,9.927751588E0
1.576052833E1,1.019829254E0,8.688981171E0,4.764741669E0,9.961988188E0
1.577052333E1,1.095571747E0,8.579109650E0,5.031187592E0,1.000571079E1
1.578051933E1,1.180894318E0,8.508905640E0,5.286706238E0,1.008688502E1
1.579051533E1,1.327888641E0,8.466992798E0,5.484744415E0,1.017524823E1
1.580051133E1,1.585652618E0,8.465944977E0,5.630690918E0,1.029034493E1
1.581050733E1,1.834135895E0,8.467292175E0,5.600154419E0,1.031604676E1
1.582050333E1,1.965562592E0,8.463100891E0,5.491630096E0,1.027840037E1
1.583049933E1,1.987566833E0,8.506809998E0,5.373525696E0,1.025626719E1
1.584049533E1,1.869312744E0,8.522976379E0,5.106181641E0,1.010982430E1
1.585049133E1,1.829495544E0,8.589737549E0,4.888234863E0,1.005114348E1
1.586048733E1,1.913470917E0,8.679251404E0,4.797972565E0,1.010006518E1
1.587048333E1,1.965861969E0,8.686885529E0,4.644990692E0,1.004502524E1
1.588047933E1,2.001637573E0,8.759484558E0,4.405339050E0,1.000710422E1
1.589047533E1,1.899250488E0,8.785680084E0,4.197571106E0,9.920429938E0
1.590047133E1,1.793570251E0,8.863967285E0,4.117337952E0,9.936764166E0
1.591046633E1,1.851649475E0,8.980425110E0,4.214485931E0,1.009150794E1
1.592046233E1,1.969753876E0,9.041498108E0,4.223018188E0,1.017165183E1
1.593045833E1,2.139201508E0,9.019344177E0,4.031716003E0,1.010838693E1
1.594045433E1,2.205663300E0,9.048832855E0,3.907474365E0,1.010023181E1
1.595045033E1,2.160307617E0,9.105415192E0,3.841611328E0,1.011600180E1
1.596044633E1,2.054477692E0,9.170679474E0,3.680695953E0,1.009305520E1
1.597044233E1,1.949845276E0,9.233399048E0,3.416345673E0,1.003638243E1
1.598043833E1,1.795516205E0,9.257049866E0,3.088227997E0,9.922399046E0
1.599043433E1,1.598825226E0,9.310788116E0,2.705324249E0,9.826789748E0
1.600043033E1,1.417851562E0,9.402247925E0,2.297422485E0,9.782163317E0
1.601042633E1,1.229992218E0,9.464668121E0,1.894310760E0,9.730428396E0
1.602042233E1,1.069675598E0,9.509574738E0,1.594035187E0,9.701400195E0
1.603041833E1,1.058299255E0,9.599537659E0,1.510359192E0,9.775085957E0
1.604041333E1,1.115031281E0,9.620344391E0,1.536405029E0,9.805858523E0
1.605040933E1,1.182840271E0,9.624984741E0,1.621128845E0,9.831963238E0
1.606040533E1,1.260528717E0,9.616602173E0,1.758992157E0,9.857079862E0
1.607040133E1,1.290167084E0,9.589807892E0,1.891167297E0,9.859282948E0
1.608039733E1,1.237177277E0,9.518556061E0,1.925296326E0,9.789805056E0
1.609039333E1,1.122066650E0,9.466314697E0,1.922751617E0,9.724562782E0
1.610038933E1,1.108295288E0,9.459878082E0,1.894460449E0,9.711158127E0
1.611038533E1,1.164877625E0,9.473350067E0,1.748963013E0,9.703616490E0
1.612038133E1,1.258433075E0,9.477541351E0,1.525477753E0,9.681659271E0
1.613037733E1,1.329086151E0,9.448801117E0,1.359772339E0,9.638220446E0
1.614037333E1,1.356329498E0,9.445358276E0,1.301693115E0,9.630619276E0
1.615036933E1,1.426084442E0,9.403146057E0,1.315614166E0,9.601234985E0
1.616036533E1,1.489702148E0,9.334888000E0,1.375190277E0,9.552512485E0
1.617036033E1,1.455423431E0,9.285640411E0,1.434916077E0,9.507910357E0
1.618035633E1,1.346150665E0,9.282646637E0,1.475032654E0,9.495018248E0
1.619035233E1,1.246907043E0,9.289532318E0,1.416803741E0,9.479320688E0
1.620034833E1,1.130449219E0,9.326355743E0,1.306932220E0,9.485088229E0
1.621034433E1,1.037342834E0,9.402397614E0,1.100212097E0,9.523215197E0
1.622034033E1,8.554710388E-1,9.464967499E0,8.141569519E-1,9.538358978E0
1.623033633E1,6.971003723E-1,9.503587189E0,5.855822754E-1,9.547095107E0
1.624033233E1,5.939648438E-1,9.576335907E0,3.694317627E-1,9.601847919E0
1.625032833E1,5.309458923E-1,9.620793457E0,9.430389404E-2,9.635894536E0
1.626032433E1,5.081932068E-1,9.645791473E0,-1.230441284E-1,9.659953071E0
1.627032033E1,5.084925842E-1,9.671687622E0,-2.427951050E-1,9.688088337E0
1.628031633E1,4.849914551E-1,9.723479919E0,-3.341052246E-1,9.741298926E0
1.629031133E1,3.180885315E-1,9.731862488E0,-4.686753845E-1,9.748332391E0
1.630030733E1,7.379653931E-2,9.686656494E0,-5.438191223E-1,9.702190433E0
1.631030333E1,-1.170565796E-1,9.691446533E0,-5.577401733E-1,9.708187897E0
1.632029933E1,-2.707868958E-1,9.690698090E0,-6.113287354E-1,9.713736553E0
1.633029533E1,-4.273612976E-1,9.676178284E0,-6.158193970E-1,9.705168591E0
1.634029133E1,-6.179150391E-1,9.676926727E0,-5.051994324E-1,9.709786627E0
1.635028733E1,-8.436456299E-1,9.683213654E0,-3.823049927E-1,9.727410843E0
1.636028333E1,-1.160836029E0,9.669591980E0,-4.610412598E-1,9.749928635E0
1.637027933E1,-1.383872223E0,9.679621124E0,-4.972659302E-1,9.790681327E0
1.638027533E1,-1.424737244E0,9.670041046E0,-4.779560852E-1,9.786113226E0
1.639027133E1,-1.395697632E0,9.616751862E0,-5.176235962E-1,9.731280616E0
1.640026633E1,-1.390907593E0,9.600286102E0,-5.771997070E-1,9.717678564E0
1.641026233E1,-1.436412964E0,9.607620850E0,-6.993457031E-1,9.739545421E0
1.642025833E1,-1.494641876E0,9.626481628E0,-7.945477295E-1,9.774170501E0
1.643025433E1,-1.564995575E0,9.616302795E0,-8.777746582E-1,9.782278822E0
1.644025033E1,-1.637295227E0,9.600884857E0,-9.385482788E-1,9.784610292E0
1.645024633E1,-1.705702972E0,9.619296570E0,-9.533674622E-1,9.815762764E0
1.646024233E1,-1.794318695E0,9.635612640E0,-9.503736877E-1,9.847224009E0
1.647023833E1,-1.853146362E0,9.631571045E0,-9.409432983E-1,9.853257660E0
1.648023433E1,-1.865420837E0,9.589807892E0,-9.761201477E-1,9.818198452E0
1.649023033E1,-1.906435547E0,9.548643494E0,-1.040037231E0,9.792485206E0
1.650022633E1,-1.983674927E0,9.569150848E0,-9.515711975E-1,9.818813672E0
1.651022233E1,-2.165995789E0,9.540560303E0,-8.116122437E-1,9.816951822E0
1.652021733E1,-2.454146576E0,9.466614075E0,-8.596623230E-1,9.817262183E0
1.653021333E1,-2.823728027E0,9.348958740E0,-1.022673340E0,9.819487271E0
1.654020933E1,-3.164419556E0,9.308842163E0,-1.118623810E0,9.895423830E0
1.655020533E1,-3.474724274E0,9.362131348E0,-1.213975525E0,1.005966941E1
1.656020133E1,-3.795806580E0,9.439670105E0,-1.375190277E0,1.026677494E1
1.657019733E1,-4.037254486E0,9.551337891E0,-1.578018494E0,1.048892853E1
1.658019333E1,-4.122876434E0,9.662706299E0,-1.791324921E0,1.065715009E1
1.659018904E1,-4.105512543E0,9.776020660E0,-2.027533722E0,1.079521682E1
1.660018504E1,-4.185296631E0,9.915380859E0,-2.370919647E0,1.102056012E1
1.661018104E1,-4.291575623E0,1.003767654E1,-2.702180786E0,1.124608166E1
1.662017704E1,-4.113595734E0,1.022688309E1,-2.774929504E0,1.136710347E1
1.663017204E1,-3.804787903E0,1.044677582E1,-2.568359070E0,1.141087220E1
1.664016804E1,-3.960613861E0,1.012105316E1,-2.890489197E0,1.124620412E1
1.665016404E1,-3.815266113E0,9.983788605E0,-3.169808350E0,1.114809290E1
1.666016004E1,-3.636088715E0,9.897567902E0,-3.047812042E0,1.097598058E1
1.667015604E1,-3.422482910E0,9.975256348E0,-2.452949066E0,1.082756148E1
1.668015204E1,-3.293750610E0,1.006177643E1,-1.704954529E0,1.072357254E1
1.669014804E1,-3.191812592E0,1.009800110E1,-1.201701050E0,1.065839478E1
1.670014404E1,-3.053051147E0,1.002555176E1,-8.717871094E-1,1.051631219E1
1.671014004E1,-2.810555420E0,9.909542999E0,-6.876699829E-1,1.032333058E1
1.672013604E1,-2.515219574E0,9.786049805E0,-5.288502502E-1,1.011794361E1
1.673013104E1,-2.191442871E0,9.815388794E0,-2.438429260E-1,1.006000688E1
1.674012704E1,-1.807491302E0,9.936037903E0,-4.340972900E-2,1.009919593E1
1.675012304E1,-1.357676697E0,1.003363495E1,7.200027466E-2,1.012532964E1
1.676011904E1,-9.148974609E-1,1.002091141E1,1.754351807E-1,1.006411846E1
1.677011504E1,-4.794529724E-1,9.964628448E0,2.230361938E-1,9.978649228E0
1.678011104E1,-1.294807434E-1,9.936037903E0,3.203338623E-1,9.942043465E0
1.679010704E1,1.797761536E-1,9.901160431E0,4.945715332E-1,9.915134812E0
1.680010304E1,4.522096252E-1,9.892328796E0,7.352709961E-1,9.929918731E0
1.681009904E1,6.294410706E-1,9.827214203E0,9.978250122E-1,9.897777013E0
1.682009504E1,7.482939148E-1,9.740694122E0,1.223256226E0,9.845680350E0
1.683009104E1,7.960446167E-1,9.629625092E0,1.426683197E0,9.767230487E0
1.684008604E1,8.044271851E-1,9.541608124E0,1.658700714E0,9.718059309E0
1.685008204E1,7.128176880E-1,9.421557770E0,1.846410370E0,9.627205779E0
1.686007804E1,5.236111450E-1,9.269174652E0,1.928439789E0,9.482122515E0
1.687007404E1,4.496649170E-1,9.206006012E0,2.123035126E0,9.458330898E0
1.688007004E1,4.742138672E-1,9.229357452E0,2.332599335E0,9.531365979E0
1.689006604E1,5.670208740E-1,9.244026947E0,2.427651672E0,9.574290549E0
1.690006204E1,7.331753540E-1,9.235195312E0,2.346520386E0,9.556805768E0
1.691005804E1,9.291178894E-1,9.296867065E0,2.144440613E0,9.586116149E0
1.692005404E1,1.093027039E0,9.364226990E0,1.892664185E0,9.615905206E0
1.693005004E1,1.169218597E0,9.383087769E0,1.657652893E0,9.599855276E0
1.694004504E1,1.184935913E0,9.375753021E0,1.469793549E0,9.563948500E0
1.695004104E1,1.225351868E0,9.440119171E0,1.294957123E0,9.606989701E0
1.696003704E1,1.249302063E0,9.491462402E0,1.178798676E0,9.645630124E0
1.697003304E1,1.248852997E0,9.550290070E0,1.132694550E0,9.697972528E0
1.698002904E1,1.207838287E0,9.610165558E0,1.152902527E0,9.754144740E0
1.699002504E1,1.067130890E0,9.627828827E0,1.217867432E0,9.763045495E0
1.700002104E1,9.391470337E-1,9.649833069E0,1.202000427E0,9.769650988E0
1.701001704E1,8.433462524E-1,9.670639801E0,1.095571747E0,9.768970494E0
1.702001304E1,7.818241882E-1,9.700128479E0,1.026116180E0,9.785532994E0
1.703000904E1,7.532336426E-1,9.732760620E0,9.214837646E-1,9.805259942E0
1.704000404E1,7.304809570E-1,9.805209961E0,8.144563293E-1,9.866057162E0
1.705000004E1,7.454498291E-1,9.866881714E0,7.062313843E-1,9.920172023E0
1.705999604E1,7.670050049E-1,9.929002533E0,5.783972168E-1,9.975366225E0
1.706999204E1,7.301815796E-1,9.960886230E0,4.713697815E-1,9.998730375E0
1.707998804E1,7.191046143E-1,1.000459534E1,4.625381470E-1,1.004106473E1
1.708998404E1,7.485932922E-1,1.004411316E1,5.053491211E-1,1.008464074E1
1.709998004E1,7.553292847E-1,1.005833359E1,5.289999390E-1,1.010051671E1
1.710997604E1,7.691006470E-1,1.010144394E1,4.999603271E-1,1.014300970E1
1.711997204E1,8.111631775E-1,1.011431717E1,4.421804810E-1,1.015642265E1
1.712996704E1,8.473878479E-1,1.009156448E1,3.844006348E-1,1.013437239E1
1.713996304E1,9.038204956E-1,1.002345612E1,2.806663513E-1,1.006803544E1
1.714995904E1,8.845106506E-1,9.920170898E0,1.722917175E-1,9.961015720E0
1.715995504E1,8.544232178E-1,9.856553192E0,1.025367737E-1,9.894048396E0
1.716995104E1,8.457412720E-1,9.840686188E0,1.031355286E-1,9.877500690E0
1.717994704E1,8.110134888E-1,9.825268250E0,8.068222046E-2,9.859013575E0
1.718994304E1,8.211923218E-1,9.803264008E0,-3.562591553E-2,9.837662895E0
1.719993904E1,7.607180786E-1,9.760003967E0,-1.586700439E-1,9.790890951E0
1.720993504E1,7.232958984E-1,9.711355133E0,-2.098635864E-1,9.740514268E0
1.721993104E1,7.032376099E-1,9.669591980E0,-2.514770508E-1,9.698391253E0
1.722992604E1,6.391708374E-1,9.632020111E0,-3.420387268E-1,9.659261942E0
1.723992204E1,6.206094360E-1,9.636959839E0,-4.372407532E-1,9.666815943E0
1.724991804E1,6.691085815E-1,9.637708282E0,-4.318519592E-1,9.670554449E0
1.725991404E1,7.702981567E-1,9.651329956E0,-3.546125793E-1,9.688512747E0
1.726991004E1,8.952882385E-1,9.659413147E0,-2.107617188E-1,9.703103827E0
1.727990604E1,1.023870850E0,9.645043030E0,-1.001417542E-1,9.699752313E0
1.728990204E1,1.080153809E0,9.596992950E0,-7.140151978E-2,9.657851941E0
1.729989804E1,1.073866882E0,9.545200653E0,-5.807922363E-2,9.605593099E0
1.730989404E1,1.039588165E0,9.517208862E0,-4.939727783E-2,9.573946322E0
1.731988904E1,9.843530273E-1,9.540709991E0,-1.392105103E-2,9.591365483E0
1.732988504E1,9.003776550E-1,9.599387970E0,1.092727661E-2,9.641527303E0
1.733988104E1,7.768844604E-1,9.611063690E0,-2.125579834E-2,9.642434679E0
1.734987704E1,6.527925110E-1,9.622140656E0,-1.061293030E-1,9.644842782E0
1.735987304E1,5.198689270E-1,9.652078400E0,-1.788780212E-1,9.667723542E0
1.736986904E1,4.721182251E-1,9.701325989E0,-2.133064270E-1,9.715149057E0
1.737986504E1,4.975653076E-1,9.781409454E0,-2.712359619E-1,9.797811546E0
1.738986104E1,5.893244934E-1,9.845625916E0,-3.993695068E-1,9.871329649E0
1.739985704E1,6.774911499E-1,9.882748718E0,-4.960684204E-1,9.918356737E0
1.740985204E1,6.947053528E-1,9.917775879E0,-5.150788879E-1,9.955410598E0
1.741984804E1,5.849835205E-1,9.958640900E0,-4.827461243E-1,9.987481069E0
1.742984404E1,3.805087280E-1,9.976902924E0,-3.661386108E-1,9.990867646E0
1.743984004E1,7.888595581E-2,9.895172882E0,-2.707868958E-1,9.899191629E0
1.744983604E1,-2.183958435E-1,9.843979340E0,-2.041754150E-1,9.848518345E0
1.745983204E1,-4.074526978E-1,9.809401245E0,-1.764830017E-1,9.819445847E0
1.746982804E1,-4.863386536E-1,9.792486420E0,-1.689985657E-1,9.806012242E0
1.747982404E1,-5.029541016E-1,9.803713074E0,-1.163081360E-1,9.817294966E0
1.748982004E1,-4.905299377E-1,9.837542725E0,-7.963439941E-2,9.850086706E0
1.749981504E1,-4.315525818E-1,9.849368134E0,-1.233435059E-1,9.859589438E0
1.750981104E1,-3.800596619E-1,9.853110352E0,-2.761756897E-1,9.864304434E0
1.751980704E1,-3.344046021E-1,9.852361908E0,-3.713777161E-1,9.865028282E0
1.752980304E1,-3.487747192E-1,9.897268524E0,-3.974235535E-1,9.911383028E0
1.753979904E1,-4.805007935E-1,9.905052338E0,-4.077520752E-1,9.925079575E0
1.754979504E1,-5.608836365E-1,9.892628174E0,-3.665876770E-1,9.915294709E0
1.755979104E1,-6.015989685E-1,9.842931519E0,-2.764750671E-1,9.865174132E0
1.756978704E1,-5.966592407E-1,9.753417664E0,-1.538800049E-1,9.772862294E0
1.757978304E1,-5.691165161E-1,9.656419373E0,5.538482666E-3,9.673177316E0
1.758977846E1,-5.776487732E-1,9.605974274E0,2.103126526E-1,9.625624721E0
1.759977446E1,-5.785469055E-1,9.591454468E0,3.272195435E-1,9.614457237E0
1.760977046E1,-5.727090454E-1,9.573641510E0,3.363505554E-1,9.596652495E0
1.761976646E1,-5.794450378E-1,9.580377502E0,3.065625000E-1,9.602779296E0
1.762976246E1,-6.253994751E-1,9.586514740E0,1.845661926E-1,9.608665570E0
1.763975846E1,-7.165599060E-1,9.596992950E0,6.960525513E-2,9.623958473E0
1.764975446E1,-7.101232910E-1,9.651928711E0,4.221221924E-2,9.678108534E0
1.765975046E1,-7.186555481E-1,9.675579529E0,5.164260864E-2,9.702369400E0
1.766974646E1,-7.544311523E-1,9.662706299E0,1.646575928E-3,9.692113397E0
1.767974146E1,-7.991880798E-1,9.651329956E0,-8.936416626E-2,9.684774518E0
1.768973746E1,-8.490344238E-1,9.634415131E0,-1.143621826E-1,9.672429533E0
1.769973346E1,-8.521778870E-1,9.597741394E0,-8.592132568E-2,9.635882393E0
1.770972946E1,-8.934919739E-1,9.577533417E0,-6.990463257E-2,9.619374248E0
1.771972546E1,-9.900411987E-1,9.559121704E0,-6.870712280E-2,9.610499987E0
1.772972146E1,-1.133592682E0,9.524693298E0,-3.278182983E-2,9.591970050E0
1.773971746E1,-1.214723969E0,9.525292053E0,4.041595459E-2,9.602519277E0
1.774971346E1,-1.285377045E0,9.542506256E0,1.068777466E-1,9.629280484E0
1.775970846E1,-1.337169342E0,9.578581238E0,1.378633118E-1,9.672447812E0
1.776970446E1,-1.326691132E0,9.624385986E0,1.251397705E-1,9.716201672E0
1.777970046E1,-1.385668488E0,9.594448242E0,8.158035278E-2,9.694336985E0
1.778969646E1,-1.548679504E0,9.592352600E0,5.298980713E-2,9.716709553E0
1.779969246E1,-1.662293243E0,9.646539917E0,2.065704346E-2,9.788737299E0
1.780968846E1,-1.688189392E0,9.699080658E0,5.688171387E-3,9.844906368E0
1.781968446E1,-1.672023010E0,9.727970581E0,-7.274871826E-2,9.870884710E0
1.782968046E1,-1.686093750E0,9.767189026E0,-1.613644409E-1,9.912967875E0
1.783967646E1,-1.766925659E0,9.768985291E0,-2.661465454E-1,9.931059051E0
1.784967146E1,-1.915416870E0,9.782008209E0,-3.367996216E-1,9.973461805E0
1.785966746E1,-2.031874695E0,9.812395020E0,-3.794609070E-1,1.002774159E1
1.786966346E1,-2.092199249E0,9.852062531E0,-3.713777161E-1,1.007860879E1
1.787965946E1,-2.034419403E0,9.860295410E0,-3.315605164E-1,1.007344133E1
1.788965546E1,-1.944157104E0,9.877808990E0,-2.520758057E-1,1.007047166E1
1.789965146E1,-1.913171539E0,9.874066772E0,-1.854643250E-1,1.005941435E1
1.790964746E1,-1.917213135E0,9.888736267E0,-1.525328064E-1,1.007402985E1
1.791964346E1,-1.902543640E0,9.880802765E0,-1.431024170E-1,1.006332022E1
1.792963846E1,-1.842817841E0,9.843380585E0,-1.600172424E-1,1.001567394E1
1.793963446E1,-1.788181458E0,9.793833618E0,-1.324745178E-1,9.956621885E0
1.794963046E1,-1.773362274E0,9.744586029E0,-8.622070312E-2,9.905009068E0
1.795962646E1,-1.675166473E0,9.736951904E0,-2.050735474E-2,9.880022047E0
1.796962246E1,-1.613345032E0,9.720037079E0,1.152603149E-2,9.853026736E0
1.797961846E1,-1.598974915E0,9.722132721E0,9.011260986E-2,9.853157144E0
1.798961446E1,-1.554816742E0,9.755213928E0,1.781295776E-1,9.879948585E0
1.799961046E1,-1.493743744E0,9.821975098E0,2.359094238E-1,9.937711932E0
1.800960546E1,-1.432371368E0,9.890682220E0,2.655477905E-1,9.997389567E0
1.801960146E1,-1.358125763E0,9.884095917E0,2.498304749E-1,9.980093835E0
1.802959746E1,-1.248852997E0,9.804012451E0,1.950444031E-1,9.885157372E0
1.803959346E1,-1.107846222E0,9.742191010E0,1.935475159E-1,9.806888883E0
1.804958946E1,-9.503736877E-1,9.724527740E0,2.300715637E-1,9.773565513E0
1.805958546E1,-7.580236816E-1,9.764195251E0,3.067121887E-1,9.798376456E0
1.806958146E1,-5.442681885E-1,9.855355682E0,3.733236694E-1,9.877430539E0
1.807957746E1,-4.168830872E-1,9.922865295E0,3.811074829E-1,9.938928015E0
1.808957246E1,-3.140469360E-1,9.899663544E0,3.429368591E-1,9.910578664E0
1.809956846E1,-2.240840149E-1,9.829758911E0,2.571652222E-1,9.835675261E0
1.810956446E1,-1.360670471E-1,9.754914551E0,2.064207458E-1,9.758047021E0
1.811956046E1,-9.175918579E-2,9.698481903E0,2.192939758E-1,9.701394787E0
1.812955646E1,-1.011895752E-1,9.678573303E0,1.863624573E-1,9.680896213E0
1.813955246E1,-1.682501221E-1,9.678722992E0,1.116677856E-1,9.680829332E0
1.814954846E1,-2.103126526E-1,9.737850037E0,8.083190918E-2,9.740456280E0
1.815954446E1,-1.600172424E-1,9.814041595E0,9.460327148E-2,9.815801940E0
1.816953946E1,-3.323089600E-2,9.841434631E0,7.304809570E-2,9.841761830E0
1.817953546E1,1.442999268E-1,9.876611481E0,-1.122665405E-2,9.877671935E0
1.818953146E1,2.998265076E-1,9.881850586E0,-1.172062683E-1,9.887092811E0
1.819952746E1,4.598437500E-1,9.856702881E0,-1.936972046E-1,9.869324524E0
1.820952346E1,5.951623535E-1,9.791139221E0,-2.173480225E-1,9.811618910E0
1.821951946E1,6.547384644E-1,9.679022369E0,-2.200424194E-1,9.703637212E0
1.822951546E1,6.375242615E-1,9.609866180E0,-1.471440125E-1,9.632113815E0
1.823951146E1,5.715115356E-1,9.568252716E0,-3.278182983E-2,9.585361763E0
1.824950646E1,4.552033997E-1,9.554481354E0,7.813751221E-2,9.565637958E0
1.825950246E1,4.650828552E-1,9.649533691E0,2.263293457E-1,9.663385923E0
1.826949846E1,5.830375671E-1,9.727671204E0,3.447331238E-1,9.751223553E0
1.827949446E1,6.860234070E-1,9.752369843E0,3.218307495E-1,9.781764702E0
1.828949046E1,8.367599487E-1,9.796677704E0,1.689985657E-1,9.833799965E0
1.829948646E1,9.071136475E-1,9.852810974E0,-5.388793945E-3,9.894481710E0
1.830948246E1,8.964857483E-1,9.870923309E0,-1.968406677E-1,9.913503918E0
1.831947746E1,8.240364075E-1,9.879156189E0,-3.589535522E-1,9.919960215E0
1.832947346E1,7.451504517E-1,9.866432648E0,-3.659889221E-1,9.901297404E0
1.833946946E1,7.333250427E-1,9.899813232E0,-3.218307495E-1,9.932151967E0
1.834946546E1,7.664062500E-1,9.935139771E0,-2.805166626E-1,9.968604235E0
1.835946146E1,7.940986633E-1,9.966275024E0,-3.034190369E-1,1.000246438E1
1.836945746E1,8.289761353E-1,9.997410278E0,-4.053570557E-1,1.003990677E1
1.837945346E1,8.541238403E-1,1.005114853E1,-4.379891968E-1,1.009687817E1
1.838944946E1,8.481362915E-1,1.007210495E1,-4.068539429E-1,1.011593611E1
1.839944446E1,8.349636841E-1,1.010174332E1,-3.779640198E-1,1.014323613E1
1.840944046E1,8.095166016E-1,1.011521530E1,-4.499642944E-1,1.015752753E1
1.841943646E1,7.828720093E-1,1.011835876E1,-5.891748047E-1,1.016568737E1
1.842943246E1,7.737409973E-1,1.012329849E1,-7.084767151E-1,1.017751378E1
1.843942846E1,7.550299072E-1,1.015652939E1,-7.945477295E-1,1.021550123E1
1.844942446E1,7.105723572E-1,1.010144394E1,-8.240364075E-1,1.015987789E1
1.845942046E1,6.535409546E-1,1.005219635E1,-8.348139954E-1,1.010795141E1
1.846941546E1,6.212081909E-1,1.004156845E1,-7.940986633E-1,1.009205575E1
1.847941146E1,6.069877625E-1,1.004441254E1,-8.002359009E-1,1.009450518E1
1.848940746E1,5.631289673E-1,1.003393433E1,-8.837622070E-1,1.008850772E1
1.849940346E1,5.783972168E-1,1.000100281E1,-9.300160217E-1,1.006079173E1
1.850939946E1,6.038442993E-1,9.979896698E0,-9.366023254E-1,1.004192163E1
1.851939546E1,6.300398254E-1,9.972711639E0,-9.051676941E-1,1.003350667E1
1.852939146E1,6.370751953E-1,9.958341522E0,-8.574169922E-1,1.001546777E1
1.853938746E1,6.165678406E-1,9.921218719E0,-7.670050049E-1,9.969906392E0
1.854938246E1,6.032455444E-1,9.899663544E0,-6.972500610E-1,9.942504771E0
1.855937846E1,6.209088135E-1,9.874815216E0,-7.403604126E-1,9.921977467E0
1.856937446E1,6.369255066E-1,9.847422180E0,-7.909552002E-1,9.899646854E0
1.857937046E1,6.101312256E-1,9.833800507E0,-8.351133728E-1,9.888038575E0
1.858936629E1,5.563929749E-1,9.844877472E0,-8.539741516E-1,9.897497534E0
1.859936229E1,4.189787292E-1,9.858948212E0,-8.813671875E-1,9.907129308E0
1.860935829E1,2.996768188E-1,9.901310120E0,-9.181906128E-1,9.948307508E0
1.861935329E1,2.787203979E-1,9.945767670E0,-9.372010803E-1,9.993714298E0
1.862934929E1,2.868035889E-1,9.961634674E0,-9.846524048E-1,1.001428789E1
1.863934529E1,3.379971313E-1,9.951755219E0,-1.054107971E0,1.001313226E1
1.864934129E1,4.403842163E-1,9.957742767E0,-1.112336884E0,1.002935056E1
1.865933729E1,5.171745300E-1,9.918524323E0,-1.134041748E0,9.996531644E0
1.866933329E1,5.454656982E-1,9.862840118E0,-1.032403107E0,9.931717082E0
1.867932929E1,5.462141418E-1,9.827214203E0,-8.396040344E-1,9.878128558E0
1.868932429E1,4.924758911E-1,9.834249573E0,-6.161187744E-1,9.865829894E0
1.869932029E1,4.001179504E-1,9.792187042E0,-3.990701294E-1,9.808479924E0
1.870931629E1,2.998265076E-1,9.753118286E0,-2.845582581E-1,9.761874084E0
1.871931229E1,2.390528870E-1,9.725425873E0,-2.505789185E-1,9.731590029E0
1.872930829E1,2.151026917E-1,9.693542175E0,-2.414479065E-1,9.698934280E0
1.873930429E1,2.170486450E-1,9.644294586E0,-2.107617188E-1,9.649038744E0
1.874930029E1,2.799179077E-1,9.651180267E0,-1.315763855E-1,9.656135196E0
1.875929529E1,3.640429688E-1,9.685608673E0,-5.254074097E-2,9.692590117E0
1.876929129E1,3.947291565E-1,9.701475677E0,-4.340972900E-2,9.709599674E0
1.877928729E1,3.338058472E-1,9.733658752E0,-5.328918457E-2,9.739526620E0
1.878928329E1,3.573069763E-1,9.795180817E0,-2.395019531E-3,9.801695835E0
1.879927929E1,4.553530884E-1,9.812993774E0,4.266128540E-2,9.823645618E0
1.880927529E1,5.200186157E-1,9.761500854E0,-4.071533203E-2,9.775427153E0
1.881927129E1,5.532495117E-1,9.693093109E0,-1.463955688E-1,9.709972745E0
1.882926629E1,5.677693176E-1,9.684860229E0,-1.073268127E-1,9.702082184E0
1.883926229E1,5.059478760E-1,9.731413422E0,1.137634277E-2,9.744563605E0
1.884925829E1,4.176315308E-1,9.751172333E0,1.172062683E-1,9.760815297E0
1.885925429E1,3.406915283E-1,9.712852020E0,1.508862305E-1,9.719996489E0
1.886925029E1,2.763253784E-1,9.689799957E0,2.157014465E-1,9.696138718E0
1.887924629E1,3.019221497E-1,9.698930969E0,3.263214111E-1,9.709114511E0
1.888924229E1,3.435356140E-1,9.701176300E0,3.718267822E-1,9.714375609E0
1.889923729E1,3.514691162E-1,9.655820618E0,3.703298950E-1,9.669309519E0
1.890923329E1,3.695814514E-1,9.633666687E0,3.408412170E-1,9.646776509E0
1.891922929E1,3.577560425E-1,9.627080383E0,3.821553040E-1,9.641302234E0
