"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.944018542E0,2.351160736E0,8.439001007E0,9.648635559E0,1.303230075E1
6.954014542E0,2.113455048E0,7.982450409E0,9.142088928E0,1.231925309E1
6.964010542E0,2.208507385E0,7.830216980E0,9.055718536E0,1.217357142E1
6.974006542E0,2.368225250E0,7.746091919E0,9.076674957E0,1.216537953E1
6.984002542E0,2.269730072E0,7.560926971E0,8.835676117E0,1.184856378E1
6.993998542E0,2.182012482E0,7.408843231E0,8.489895172E0,1.147738892E1
7.003995542E0,2.292033691E0,7.238048401E0,8.322842560E0,1.126554355E1
7.013991542E0,2.772235107E0,7.057074738E0,8.441545715E0,1.134668610E1
7.023987542E0,3.553011475E0,6.882837067E0,8.838370514E0,1.175219681E1
7.033983542E0,4.300407257E0,6.870562592E0,9.178762665E0,1.224531816E1
7.043979542E0,4.860243073E0,7.006330261E0,9.359586639E0,1.266145681E1
7.053975542E0,5.107079773E0,7.134912872E0,9.495953064E0,1.292912874E1
7.063972542E0,5.207520905E0,7.221582642E0,9.591604156E0,1.308695534E1
7.073968542E0,5.292394409E0,7.184609528E0,9.667196960E0,1.315609173E1
7.083964542E0,5.307213593E0,7.126081238E0,9.681716766E0,1.314089759E1
7.093960542E0,5.126988373E0,7.098688202E0,9.448651428E0,1.288232890E1
7.103956542E0,4.781506805E0,7.066056061E0,9.187743988E0,1.253820542E1
7.113952542E0,4.523443451E0,6.963519287E0,8.799002380E0,1.209853646E1
7.123949542E0,4.393064575E0,6.703509979E0,8.430618439E0,1.163234240E1
7.133945542E0,4.418811035E0,6.223158875E0,8.399483185E0,1.134922531E1
7.143941542E0,4.673431549E0,5.705385590E0,8.647816772E0,1.136561138E1
7.153937542E0,5.067112885E0,5.167104950E0,8.763376465E0,1.136535849E1
7.163933542E0,5.459596710E0,4.555925903E0,8.658594360E0,1.120423640E1
7.173929542E0,5.786217499E0,4.008364563E0,8.514893188E0,1.104765611E1
7.183925542E0,6.186185760E0,3.608995056E0,8.336763611E0,1.099069457E1
7.193922542E0,6.563850403E0,3.364104309E0,8.006550293E0,1.088605427E1
7.203918542E0,6.692582703E0,3.166515198E0,7.609725494E0,1.061722204E1
7.213914542E0,6.792125702E0,3.084785156E0,7.222780151E0,1.038351694E1
7.223910542E0,6.863527222E0,2.994223480E0,6.837481384E0,1.014024319E1
7.233906542E0,6.873256989E0,2.767594757E0,6.669081573E0,9.968846042E0
7.243902542E0,6.838379517E0,2.507435760E0,6.816974030E0,9.976061519E0
7.253899542E0,6.748865662E0,2.203867035E0,7.352410583E0,1.022067312E1
7.263895542E0,6.689888306E0,1.920206909E0,8.185128937E0,1.074421406E1
7.273891542E0,6.477330322E0,1.774260406E0,8.916657715E0,1.116291149E1
7.283887542E0,5.944288788E0,1.729802856E0,9.156608734E0,1.105306612E1
7.293883542E0,5.224286041E0,1.903741150E0,8.780291290E0,1.039282975E1
7.303879542E0,4.604275360E0,2.240540771E0,7.974816284E0,9.477186782E0
7.313875542E0,4.045337677E0,2.624941406E0,6.987918549E0,8.490352169E0
7.323872542E0,3.675007782E0,2.940036163E0,6.251599731E0,7.825087478E0
7.333868542E0,3.756588135E0,3.255280609E0,5.999823303E0,7.791449540E0
7.343864542E0,4.087100830E0,3.425326996E0,6.101461945E0,8.103400279E0
7.353860542E0,4.505929871E0,3.466192017E0,6.324797516E0,8.504172782E0
7.363856542E0,4.683311005E0,3.496878204E0,6.394702148E0,8.663358166E0
7.373852542E0,4.508923645E0,3.466192017E0,6.337371368E0,8.515113352E0
7.383849542E0,4.205055542E0,3.525319061E0,6.351292419E0,8.393407055E0
7.393845542E0,3.925287323E0,3.532504120E0,6.429429932E0,8.320098267E0
7.403841542E0,3.770060120E0,3.372037811E0,6.473887482E0,8.215546934E0
7.413837542E0,3.659140778E0,3.003653870E0,6.743027802E0,8.238912048E0
7.423833542E0,3.393443298E0,2.673590240E0,7.099736023E0,8.310823893E0
7.433829542E0,2.847378845E0,2.411784668E0,7.188351746E0,8.099177266E0
7.443825542E0,2.259102173E0,2.109114075E0,7.131020966E0,7.771960166E0
7.453822542E0,1.918859711E0,1.767374725E0,6.933282166E0,7.407836229E0
7.463818542E0,1.820963287E0,1.419797516E0,6.605164490E0,6.997137287E0
7.473814542E0,1.998643799E0,1.263672180E0,6.516548767E0,6.932304974E0
7.483810542E0,2.060165863E0,8.189469910E-1,6.378685455E0,6.752968658E0
7.493806542E0,2.021695862E0,1.528321838E-1,6.140830078E0,6.466869867E0
7.503802542E0,1.960622864E0,-3.818559265E-1,6.102210388E0,6.420812066E0
7.513798542E0,1.797462158E0,-9.794132996E-1,6.275100861E0,6.600531148E0
7.523795542E0,1.438209229E0,-1.658551025E0,6.652765503E0,7.005606764E0
7.533791542E0,9.782157898E-1,-2.185754700E0,7.192243652E0,7.580422052E0
7.543787542E0,7.439529419E-1,-2.273921356E0,8.248746643E0,8.588713844E0
7.553783542E0,4.752616882E-1,-2.299817505E0,9.411977692E0,9.700533918E0
7.563779542E0,1.814227295E-1,-2.481988678E0,1.015997223E1,1.046031633E1
7.573775542E0,-1.841171265E-2,-2.539768524E0,1.062685135E1,1.092614904E1
7.583770708E0,-3.502716064E-1,-2.379451904E0,1.081725540E1,1.108140316E1
7.593767708E0,-7.696994019E-1,-2.086062012E0,1.064017365E1,1.087002240E1
7.603763708E0,-1.021176453E0,-1.767225037E0,1.036160294E1,1.056071499E1
7.613759708E0,-1.111289062E0,-1.386416931E0,1.010428802E1,1.025932511E1
7.623755708E0,-1.139280853E0,-9.385482788E-1,9.978549500E0,1.008713457E1
7.633751708E0,-1.298399963E0,-5.092410278E-1,9.911488953E0,1.000913494E1
7.643747708E0,-1.312171326E0,-1.203497314E-1,9.917177124E0,1.000433305E1
7.653743708E0,-1.264121246E0,3.025209045E-1,9.820328522E0,9.905976666E0
7.663740708E0,-1.424437866E0,6.583309937E-1,9.616302795E0,9.743495388E0
7.673736708E0,-1.470092926E0,9.479786682E-1,9.451196136E0,9.611708754E0
7.683732708E0,-1.366658020E0,1.224004669E0,9.324409790E0,9.503186808E0
7.693728708E0,-1.074315948E0,1.508862305E0,9.543554077E0,9.721637961E0
7.703724708E0,-4.760101318E-1,1.816173248E0,1.005623795E1,1.023000452E1
7.713720708E0,2.665956116E-1,2.174977112E0,1.040546173E1,1.063368386E1
7.723716708E0,9.635462952E-1,2.671793976E0,1.062191162E1,1.099508577E1
7.733713708E0,1.600471802E0,3.189118195E0,1.071726334E1,1.129565041E1
7.743709708E0,2.113904114E0,3.542383575E0,1.051323761E1,1.129359274E1
7.753705708E0,2.263892212E0,3.726351013E0,1.013692017E1,1.103485615E1
7.763701708E0,2.077080688E0,3.871399384E0,9.690249023E0,1.063968625E1
7.773697708E0,1.710493011E0,4.002227325E0,9.255253601E0,1.022757689E1
7.783693708E0,1.331930237E0,4.106859741E0,8.926986237E0,9.916219963E0
7.793689708E0,1.002465363E0,4.271667023E0,8.410111084E0,9.485886590E0
7.803686708E0,6.683601379E-1,4.331243134E0,8.213420105E0,9.309492047E0
7.813682708E0,4.049079895E-1,4.384981384E0,8.391100616E0,9.476422414E0
7.823678708E0,7.424560547E-2,4.113296356E0,8.175249481E0,9.152017450E0
7.833674708E0,-7.050338745E-2,3.846251678E0,7.865244141E0,8.755608950E0
7.843670708E0,4.399351501E-1,4.674479370E0,9.211245117E0,1.033882667E1
7.853666708E0,7.822732544E-1,5.118905182E0,1.059421921E1,1.179205760E1
7.863662708E0,1.330283661E0,5.463338928E0,1.212643295E1,1.336667883E1
7.873659708E0,1.653311920E0,5.617218933E0,1.281260605E1,1.408720918E1
7.883655708E0,1.784439240E0,5.836512909E0,1.268013153E1,1.407248528E1
7.893651708E0,1.705104218E0,6.289920044E0,1.188767944E1,1.355682105E1
7.903647708E0,9.135502625E-1,6.258784790E0,9.918674011E0,1.176380276E1
7.913643708E0,4.342469788E-1,6.522536316E0,8.241262207E0,1.051905192E1
7.923639708E0,3.598516846E-1,7.219037933E0,7.291038208E0,1.026660801E1
7.933635708E0,2.329156494E-1,7.716303864E0,6.649023285E0,1.018847906E1
7.943631708E0,1.109193420E-1,7.886050873E0,6.522236938E0,1.023433809E1
7.953628708E0,2.745291138E-1,7.924670563E0,6.743626556E0,1.040923959E1
7.963624708E0,6.268963623E-1,7.962242432E0,7.265591125E0,1.079718102E1
7.973620708E0,9.610015869E-1,7.998467102E0,7.738757172E0,1.117082641E1
7.983616708E0,1.139729919E0,8.041128387E0,7.892487488E0,1.132475557E1
7.993612708E0,1.207987976E0,8.111482086E0,8.004304962E0,1.145968038E1
8.003608708E0,1.295555878E0,8.170758820E0,7.774233398E0,1.135246536E1
8.013604708E0,1.371597748E0,8.297844543E0,7.397167511E0,1.120060675E1
8.023601708E0,1.313219147E0,8.562194824E0,7.041058044E0,1.116298451E1
8.033597708E0,1.187330933E0,9.073980560E0,6.308182068E0,1.111485668E1
8.043593708E0,8.858578491E-1,9.604178009E0,5.443879395E0,1.107523373E1
8.053589708E0,2.360591125E-1,1.018766464E1,4.909340973E0,1.131131573E1
8.063585708E0,-2.402503967E-1,1.057326279E1,4.764891357E0,1.159981879E1
8.073581708E0,-5.029541016E-1,1.030217651E1,4.138743439E0,1.111382027E1
8.083577708E0,-8.861572266E-2,1.007120682E1,3.542383575E0,1.067640112E1
8.093573708E0,6.560856628E-1,9.962532806E0,3.292104034E0,1.051287103E1
8.103570708E0,1.481918335E0,9.915081482E0,3.429368591E0,1.059554112E1
8.113566708E0,2.399210815E0,1.012389725E1,3.631148987E0,1.101974369E1
8.123562708E0,2.850073242E0,1.047461792E1,3.889212341E0,1.153111056E1
8.133558708E0,2.838846588E0,1.047656387E1,4.010460205E0,1.157156997E1
8.143554708E0,3.019520874E0,1.039049286E1,4.083957367E0,1.156540341E1
8.153550708E0,3.289709015E0,1.020068756E1,4.281396790E0,1.154151509E1
8.163546708E0,3.569477234E0,9.802814941E0,4.462071075E0,1.134664826E1
8.173542708E0,3.775897980E0,9.438771973E0,4.692591705E0,1.119679592E1
8.183539708E0,3.935615845E0,8.961714020E0,4.618645477E0,1.082281277E1
8.193535708E0,4.279151459E0,8.613388367E0,4.580474854E0,1.065280931E1
8.203531708E0,4.614454193E0,8.247698822E0,4.656666412E0,1.053576127E1
8.213527708E0,4.884342957E0,7.955805817E0,4.766238556E0,1.048182629E1
8.223523708E0,5.086871796E0,7.826025696E0,5.063370667E0,1.061888249E1
8.233519708E0,5.143454132E0,7.623197479E0,5.478906555E0,1.070451668E1
8.243515708E0,5.142406311E0,7.363038483E0,5.595065002E0,1.058127737E1
8.253511708E0,4.987927551E0,7.186555481E0,5.524112549E0,1.034610170E1
8.263508708E0,4.590354309E0,6.990014191E0,5.430856476E0,9.971251332E0
8.273504708E0,4.186194763E0,6.713838501E0,5.230572968E0,9.484658538E0
8.283500708E0,3.845802612E0,6.508315887E0,4.820276184E0,8.965681007E0
8.293496708E0,3.736230469E0,6.303541718E0,4.308640137E0,8.500496228E0
8.303492708E0,4.063300323E0,6.237678680E0,3.919000397E0,8.412942942E0
8.313488708E0,4.418661346E0,6.115532684E0,3.886667633E0,8.487078025E0
8.323484708E0,4.660857697E0,5.941594391E0,4.139791260E0,8.611852881E0
8.333480708E0,4.959935760E0,6.210135956E0,4.935686188E0,9.355626622E0
8.343477708E0,4.884941711E0,6.217171326E0,5.871689758E0,9.848482900E0
8.353473708E0,4.815785522E0,5.980064392E0,6.498885498E0,1.005924814E1
8.363469708E0,5.027744751E0,5.925727386E0,6.833589478E0,1.034844952E1
8.373465708E0,5.096601562E0,5.838907928E0,7.048392792E0,1.047606960E1
8.383461708E0,4.993016968E0,5.721102905E0,7.039112091E0,1.035424241E1
8.393457708E0,4.981640625E0,5.667364655E0,7.082521820E0,1.034881060E1
8.403453708E0,4.846172333E0,5.478607178E0,7.331304474E0,1.035608749E1
8.413449708E0,4.551285553E0,5.233417053E0,7.558981018E0,1.025870597E1
8.423446708E0,3.913012848E0,5.055736542E0,7.563920746E0,9.903789102E0
8.433442708E0,3.265459442E0,4.916526031E0,7.565866699E0,9.595717404E0
8.443438708E0,2.856060791E0,4.806504822E0,7.307354279E0,9.200923780E0
8.453434708E0,2.808609467E0,4.804409180E0,7.129973145E0,9.044730606E0
8.463430708E0,3.332669678E0,5.021757202E0,7.278614044E0,9.450024073E0
8.473426708E0,3.627855835E0,4.761897583E0,7.306755524E0,9.445934725E0
8.483422708E0,3.855233002E0,4.691394196E0,7.491471405E0,9.643347179E0
8.493418708E0,4.049528961E0,4.808600464E0,7.879314880E0,1.007992690E1
8.503415708E0,4.077071686E0,4.823269958E0,8.051756287E0,1.023314350E1
8.513411708E0,4.038901062E0,4.925507355E0,7.972720642E0,1.020478412E1
8.523407708E0,3.977229309E0,5.002147980E0,7.789651337E0,1.007563920E1
8.533403708E0,3.919150085E0,5.173990631E0,7.380402374E0,9.828542906E0
8.543399708E0,3.857478333E0,5.333259430E0,7.162455597E0,9.727515891E0
8.553395708E0,3.884272614E0,5.469476166E0,7.185208282E0,9.830053984E0
8.563391708E0,4.171525269E0,5.571713562E0,7.257657623E0,1.005580475E1
8.573387708E0,4.425846405E0,5.536686401E0,7.355404358E0,1.021493935E1
8.583384167E0,4.581672363E0,5.512137451E0,7.430548096E0,1.032416708E1
8.593381167E0,4.521048431E0,5.669909363E0,7.426656189E0,1.037993127E1
8.603377167E0,4.264481964E0,5.843847656E0,7.147935791E0,1.017002202E1
8.613373167E0,4.070186005E0,5.941744080E0,6.889423370E0,9.966689079E0
8.623369167E0,4.062252502E0,6.106701050E0,6.633755035E0,9.889408424E0
8.633365167E0,4.220174103E0,6.300547943E0,6.434369659E0,9.945244429E0
8.643361167E0,4.443060608E0,6.357279968E0,6.378236389E0,1.004179743E1
8.653357167E0,4.706812134E0,6.312523041E0,6.384523315E0,1.013726618E1
8.663353167E0,4.842280426E0,6.262527008E0,6.432573395E0,1.020024141E1
8.673349167E0,4.703968048E0,6.312373352E0,6.617738342E0,1.028434896E1
8.683346167E0,4.522245941E0,6.429130554E0,6.767726440E0,1.037239361E1
8.693342167E0,4.365521851E0,6.495742035E0,6.764283600E0,1.034446607E1
8.703338167E0,4.205205231E0,6.451733551E0,6.661148071E0,1.018231361E1
8.713334167E0,4.078867950E0,6.509812775E0,6.384972382E0,9.989129013E0
8.723330167E0,3.920048218E0,6.543492737E0,6.061495056E0,9.742987095E0
8.733326167E0,3.984264679E0,6.631509705E0,5.787864075E0,9.661814350E0
8.743322167E0,4.129612427E0,6.692283325E0,5.595813446E0,9.651605204E0
8.753318167E0,4.242477722E0,6.697522430E0,5.581143951E0,9.695596513E0
8.763315167E0,4.383035431E0,6.795568542E0,5.582191772E0,9.826068206E0
8.773311167E0,4.442461853E0,6.834637299E0,5.618416443E0,9.900219071E0
8.783307167E0,4.373305664E0,6.842720490E0,5.562881927E0,9.843489293E0
8.793303167E0,4.254153442E0,6.875502319E0,5.503006439E0,9.780257334E0
8.803299167E0,4.179758148E0,6.890620880E0,5.464686127E0,9.737239278E0
8.813295167E0,4.217180328E0,6.920109558E0,5.391937408E0,9.733730797E0
8.823291167E0,4.362378387E0,6.919810181E0,5.418282623E0,9.811824739E0
8.833287167E0,4.521048431E0,6.861281891E0,5.418582001E0,9.842667271E0
8.843283167E0,4.570146332E0,6.814579010E0,5.395529938E0,9.820207120E0
8.853279167E0,4.630620575E0,6.847211151E0,5.276976471E0,9.806805195E0
8.863276167E0,4.718487854E0,6.808591461E0,5.182223511E0,9.771206979E0
8.873272167E0,4.882995758E0,6.747817841E0,5.156926117E0,9.796457531E0
8.883268167E0,5.177882538E0,6.691385193E0,5.150190125E0,9.905027092E0
8.893264167E0,5.488187256E0,6.674769745E0,5.262456665E0,1.011761833E1
8.903260167E0,5.559588776E0,6.702312469E0,5.323679352E0,1.020644804E1
8.913256167E0,5.352120209E0,6.766678619E0,5.254672852E0,1.010171852E1
8.923252167E0,5.116061096E0,6.870861969E0,5.203778687E0,1.002308026E1
8.933248167E0,4.920717316E0,6.951244812E0,5.108576660E0,9.931304991E0
8.943244167E0,4.828509064E0,6.938221893E0,5.115761719E0,9.880508124E0
8.953241167E0,4.911735992E0,6.927593994E0,5.151836700E0,9.932679920E0
8.963237167E0,5.029091949E0,6.880891113E0,5.269492035E0,1.002027817E1
8.973233167E0,5.067711639E0,6.914122009E0,5.358556824E0,1.010944685E1
8.983229167E0,4.857548676E0,7.043003998E0,5.339696045E0,1.008523863E1
8.993225167E0,4.352049866E0,7.220834198E0,5.174140320E0,9.892042893E0
9.003221167E0,3.461701355E0,7.329657898E0,4.765490112E0,9.403039784E0
9.013217167E0,2.627186737E0,7.416627045E0,4.412075043E0,9.020802240E0
9.023213167E0,2.211501160E0,7.625143433E0,4.236340485E0,8.998896068E0
9.033209167E0,2.081870728E0,7.719297638E0,4.158202972E0,9.011791926E0
9.043206167E0,1.970652008E0,7.783813477E0,4.214186554E0,9.068108396E0
9.053202167E0,1.706451416E0,7.853269043E0,4.337230682E0,9.132216658E0
9.063198167E0,1.355281677E0,7.947123871E0,4.457131348E0,9.211926297E0
9.073194167E0,1.015338593E0,8.047265625E0,4.542902985E0,9.296631865E0
9.083190167E0,8.165519714E-1,8.079299011E0,4.762945404E0,9.414216832E0
9.093186167E0,8.515791321E-1,8.123457184E0,5.062771912E0,9.609755619E0
9.103182167E0,1.049467621E0,8.201744385E0,5.404660950E0,9.878276835E0
9.113178167E0,1.033450928E0,8.282875671E0,5.575904846E0,1.003816542E1
9.123174167E0,6.491999817E-1,8.352780304E0,5.417234802E0,9.976814738E0
9.133170167E0,-5.867797852E-2,8.433462524E0,4.900060272E0,9.753836370E0
9.143167167E0,-8.863069153E-1,8.576864319E0,4.553830261E0,9.751180008E0
9.153163167E0,-1.572480011E0,8.730444946E0,4.425397339E0,9.913501095E0
9.163159167E0,-2.025138702E0,8.796607361E0,4.334835663E0,1.001360515E1
9.173155167E0,-2.209854584E0,8.819060669E0,4.371359711E0,1.008801636E1
9.183151167E0,-2.113754425E0,8.869655457E0,4.393363953E0,1.012128413E1
9.193147167E0,-1.872456207E0,8.910819855E0,4.475243683E0,1.014576802E1
9.203143167E0,-1.714384918E0,8.948242035E0,4.625231781E0,1.021777472E1
9.213139167E0,-1.697021027E0,8.953181763E0,4.747527466E0,1.027513314E1
9.223135167E0,-1.781744843E0,8.978928223E0,4.833448792E0,1.035171454E1
9.233131167E0,-2.023941193E0,9.013805695E0,4.810247040E0,1.041554164E1
9.243128167E0,-2.351909180E0,9.111702118E0,4.753215637E0,1.054265864E1
9.253124167E0,-2.606529694E0,9.199569397E0,4.723577271E0,1.066481394E1
9.263120167E0,-2.735860748E0,9.289532318E0,4.773273926E0,1.079650354E1
9.273116167E0,-2.843037872E0,9.373358002E0,4.871769104E0,1.093969098E1
9.283112167E0,-3.112776947E0,9.373208313E0,4.967719574E0,1.105552587E1
9.293108167E0,-3.604504395E0,9.396859131E0,5.077890472E0,1.127290491E1
9.303104167E0,-4.312831421E0,9.374854889E0,5.120851135E0,1.152004928E1
9.313100167E0,-4.860243073E0,9.330097961E0,5.289400635E0,1.177499256E1
9.323096167E0,-5.103636932E0,9.225764923E0,5.565875702E0,1.192228253E1
9.333092167E0,-4.987179108E0,9.001531219E0,6.136339417E0,1.198140982E1
9.343088167E0,-4.761149139E0,8.790919189E0,6.997199249E0,1.220285207E1
9.353085167E0,-4.722230072E0,8.504864044E0,7.754923553E0,1.244069968E1
9.363081167E0,-4.995112610E0,8.258476410E0,8.263715515E0,1.270600554E1
9.373077167E0,-5.538482666E0,8.141419830E0,8.531658325E0,1.302868761E1
9.383073167E0,-5.937702484E0,8.006550293E0,8.400081940E0,1.303543382E1
9.393069167E0,-5.605992279E0,8.066874847E0,7.902816010E0,1.260778014E1
9.403065167E0,-4.703968048E0,8.171656952E0,7.355853424E0,1.195875714E1
9.413061167E0,-3.607198792E0,8.185428314E0,6.984775085E0,1.134901770E1
9.423057167E0,-2.565814362E0,8.160879364E0,6.710395660E0,1.087256940E1
9.433053167E0,-1.802850952E0,8.084837494E0,6.548881531E0,1.055948475E1
9.443049167E0,-1.252595215E0,7.859855347E0,6.522686005E0,1.029037189E1
9.453045167E0,-6.420149231E-1,7.708819427E0,6.604416046E0,1.017135150E1
9.463042167E0,1.354682922E-1,7.552993469E0,6.653663635E0,1.006664302E1
9.473038167E0,8.768765259E-1,7.280260620E0,6.748566284E0,9.965653718E0
9.483034167E0,1.581910400E0,7.045848083E0,6.923402710E0,1.000399524E1
9.493030167E0,2.107467499E0,6.804250488E0,6.971752167E0,9.967174737E0
9.503026167E0,2.582878876E0,6.583459625E0,6.937024384E0,9.906336922E0
9.513022167E0,3.236719208E0,6.422544250E0,6.727160797E0,9.847848408E0
9.523018167E0,3.770808563E0,6.244414673E0,6.507866821E0,9.775686287E0
9.533014167E0,3.919449463E0,5.926924896E0,6.184389496E0,9.420042264E0
9.543010167E0,4.147275696E0,5.822891235E0,5.656886444E0,9.116266905E0
9.553006167E0,4.810546417E0,5.801485748E0,5.032983856E0,9.062533874E0
9.563002167E0,5.885311432E0,5.445975037E0,4.530778198E0,9.209966657E0
9.572999167E0,7.076534271E0,4.988825684E0,4.107608185E0,9.583223048E0
9.582995042E0,8.138426056E0,4.835245056E0,3.775748291E0,1.019165583E1
9.592991042E0,9.055119781E0,4.813989258E0,3.550915833E0,1.085258910E1
9.602987042E0,9.999056854E0,4.603377228E0,3.156036987E0,1.145132260E1
9.612983042E0,1.096993790E1,4.415068817E0,2.666704559E0,1.212203297E1
9.622979042E0,1.191237808E1,4.246519318E0,2.315534821E0,1.285688062E1
9.632975042E0,1.266830612E1,4.115990753E0,2.098037109E0,1.348440283E1
9.642971042E0,1.305405396E1,3.957470398E0,1.963167572E0,1.378128889E1
9.652967042E0,1.313084427E1,3.763473816E0,1.817969513E0,1.377997894E1
9.662963042E0,1.305510178E1,3.648961945E0,1.562450867E0,1.364521375E1
9.672959042E0,1.275737091E1,3.463647308E0,1.344803467E0,1.328743247E1
9.682956042E0,1.226085342E1,3.075205078E0,1.132544861E0,1.269125962E1
9.692952042E0,1.176164154E1,2.826721802E0,9.015751648E-1,1.213010328E1
9.702948042E0,1.132679581E1,2.759661255E0,8.327183533E-1,1.168783356E1
9.712944042E0,1.114776810E1,2.902913361E0,1.224753113E0,1.158445768E1
9.722940042E0,1.125838806E1,3.114573212E0,1.889221344E0,1.183304801E1
9.732936042E0,1.166209854E1,3.242706757E0,2.562221832E0,1.237273899E1
9.742932042E0,1.203048248E1,3.310815125E0,3.169658661E0,1.287403362E1
9.752928042E0,1.207658661E1,3.274740143E0,3.579207001E0,1.301455300E1
9.762924042E0,1.174532547E1,3.401825867E0,3.527863770E0,1.272677934E1
9.772920042E0,1.111857880E1,3.546275482E0,3.211870880E0,1.210433719E1
9.782916042E0,1.045635590E1,3.713477783E0,2.943928070E0,1.148007005E1
9.792912042E0,9.867031403E0,3.839815063E0,2.765798492E0,1.094313162E1
9.802909042E0,9.372160492E0,3.741619263E0,2.817141724E0,1.047727992E1
9.812905042E0,9.043294373E0,3.582051086E0,3.206482086E0,1.024176696E1
9.822901042E0,8.774603119E0,3.361260223E0,3.791166229E0,1.013235765E1
9.832897042E0,8.585845642E0,3.337010651E0,4.633913727E0,1.031142773E1
9.842893042E0,8.328530731E0,3.276237030E0,5.349276123E0,1.042654824E1
9.852889042E0,7.879763947E0,3.033441925E0,5.706283722E0,1.019088434E1
9.862885042E0,7.331603851E0,2.771486664E0,5.938001862E0,9.833281216E0
9.872881042E0,6.614894257E0,1.964514771E0,5.641019440E0,8.912757409E0
9.882877042E0,5.746400299E0,1.556163940E0,5.213508453E0,7.913496888E0
9.892873042E0,4.789290619E0,1.988015900E0,5.251828766E0,7.380461858E0
9.902869042E0,3.729195099E0,2.542462921E0,5.483846283E0,7.102364666E0
9.912865042E0,2.999462585E0,3.283721466E0,6.517746277E0,7.890539842E0
9.922862042E0,2.521207123E0,3.589385834E0,7.232958984E0,8.459070380E0
9.932858042E0,2.066752167E0,3.419938202E0,7.397167511E0,8.407468645E0
9.942854042E0,1.773362274E0,3.157833252E0,7.523504791E0,8.349841253E0
9.952850042E0,1.335373077E0,2.782563629E0,7.233707428E0,7.864629982E0
9.962846042E0,7.099736023E-1,2.391127625E0,6.685547333E0,7.135691765E0
9.972842042E0,3.219804382E-1,2.011067963E0,6.387966156E0,6.704787645E0
9.982838042E0,1.809736633E-1,1.773811340E0,6.577921143E0,6.815291974E0
9.992834042E0,1.086740112E-1,1.918560333E0,7.174281006E0,7.427179259E0
1.000283004E1,-2.814147949E-1,2.292183380E0,7.377258911E0,7.730281235E0
1.001282604E1,-7.012916565E-1,2.837948456E0,7.571854248E0,8.116571824E0
1.002282204E1,-1.146166534E0,3.066672821E0,7.754474487E0,8.417247441E0
1.003281804E1,-1.949545898E0,2.404898987E0,7.426955566E0,8.046361745E0
1.004281504E1,-3.150199127E0,7.390132141E-1,6.827601929E0,7.555530634E0
1.005281104E1,-4.306245117E0,-1.055604858E0,6.942562866E0,8.237549865E0
1.006280704E1,-4.782854004E0,-1.975891113E0,8.466843109E0,9.923067588E0
1.007280304E1,-4.745581512E0,-2.232307892E0,1.105436234E1,1.223530421E1
1.008279904E1,-4.593348083E0,-2.240989838E0,1.312201263E1,1.408219080E1
1.009279504E1,-4.783003693E0,-2.371668091E0,1.387988663E1,1.487122008E1
1.010279104E1,-5.504802704E0,-2.594704285E0,1.413705185E1,1.539128254E1
1.011278704E1,-6.398743744E0,-2.823877716E0,1.368603973E1,1.536964185E1
1.012278304E1,-6.733896790E0,-3.056643677E0,1.328517334E1,1.520474489E1
1.013277904E1,-6.501130829E0,-3.374283142E0,1.387764130E1,1.569201761E1
1.014277504E1,-6.100563812E0,-3.775598602E0,1.490720032E1,1.654377964E1
1.015277104E1,-5.052443390E0,-4.132007446E0,1.539488617E1,1.672133936E1
1.016276704E1,-3.654350739E0,-4.132456512E0,1.534653671E1,1.630790193E1
1.017276404E1,-2.303410034E0,-3.807182922E0,1.491678040E1,1.556633152E1
1.018276004E1,-1.001866608E0,-3.162623291E0,1.395473099E1,1.434365503E1
1.019275604E1,-4.340972900E-2,-2.266436920E0,1.284478912E1,1.304328288E1
1.020275204E1,7.846682739E-1,-1.146316223E0,1.216026260E1,1.223935177E1
1.021274804E1,1.829645233E0,-1.462458801E-1,1.203287750E1,1.217206353E1
1.022274404E1,2.362088013E0,1.182540894E-2,1.142020157E1,1.166192966E1
1.023274004E1,2.443069611E0,2.074685669E-1,1.072519684E1,1.100188527E1
1.024273604E1,2.331850891E0,3.427871704E-1,9.906100159E0,1.018262500E1
1.025273204E1,2.132166138E0,8.875044250E-1,8.913364563E0,9.207706792E0
1.026272804E1,2.090852051E0,1.911824341E0,7.899522858E0,8.392210435E0
1.027272404E1,1.909728699E0,3.048710175E0,6.958429871E0,7.833354562E0
1.028272004E1,1.573527832E0,4.240980835E0,6.087091827E0,7.583837762E0
1.029271604E1,1.530716858E0,5.181924133E0,5.439388733E0,7.666966911E0
1.030271204E1,2.094743958E0,5.858217773E0,4.698130188E0,7.796094855E0
1.031270904E1,3.100352783E0,6.480623474E0,4.185446320E0,8.314362807E0
1.032270504E1,4.411925354E0,7.233707428E0,4.740043030E0,9.708739177E0
1.033270104E1,5.431455231E0,7.507937164E0,5.552703094E0,1.080288563E1
1.034269704E1,5.763614502E0,7.581883392E0,5.636079712E0,1.106659850E1
1.035269304E1,5.654341736E0,7.857310638E0,5.798192596E0,1.128396864E1
1.036268904E1,5.245990906E0,7.793692932E0,5.985303497E0,1.113938634E1
1.037268504E1,4.324507141E0,7.488926697E0,5.549260254E0,1.027519705E1
