"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.300185304E1,4.835765020E-1,-1.098800068E0,5.034232237E0,5.175393901E0
4.301184304E1,4.435038520E-1,-4.451041619E-1,3.209329095E0,3.270260941E0
4.302183204E1,2.105796693E-1,1.536596014E-1,1.647715550E0,1.668209101E0
4.303182204E1,-7.602037246E-2,5.803754029E-1,1.553897560E-1,6.056076961E-1
4.304181204E1,-2.749637629E-1,7.845444591E-1,-1.033904672E0,1.326677787E0
4.305180104E1,-3.397569240E-1,8.086311869E-1,-1.772632542E0,1.977762699E0
4.306179104E1,-2.643133337E-1,6.543270396E-1,-2.142740827E0,2.255957372E0
4.307178104E1,-5.646345522E-3,3.620887927E-1,-2.038102564E0,2.070024695E0
4.308177004E1,2.400591197E-1,8.651006721E-2,-1.675315577E0,1.694637028E0
4.309176004E1,4.220245073E-1,-1.383654414E-1,-1.461572948E0,1.527561836E0
4.310175004E1,6.103684398E-1,-2.421416786E-1,-1.533110123E0,1.667815600E0
4.311173904E1,7.627867504E-1,-2.527398301E-1,-1.887885840E0,2.051787999E0
4.312172904E1,8.336274491E-1,-1.853224203E-1,-2.548074494E0,2.687370974E0
4.313171904E1,8.482411759E-1,-3.336825075E-2,-3.417751343E0,3.521597759E0
4.314170904E1,8.341471204E-1,1.872513985E-1,-4.287782534E0,4.372178354E0
4.315169804E1,7.096243042E-1,4.557559615E-1,-5.062601173E0,5.132368925E0
4.316168804E1,4.585331697E-1,6.499055944E-1,-5.554038599E0,5.610701801E0
4.317167804E1,1.122034271E-1,8.102439952E-1,-5.585212444E0,5.644792555E0
4.318166704E1,-1.196846107E-1,9.627429608E-1,-5.083369313E0,5.175117582E0
4.319165704E1,-1.870635019E-1,9.011720724E-1,-4.452778680E0,4.546904643E0
4.320164704E1,-1.992328367E-1,7.778076627E-1,-3.752196876E0,3.837142150E0
4.321163604E1,-2.122082834E-1,6.924720088E-1,-3.190144381E0,3.271325574E0
4.322162604E1,-2.647547254E-1,5.715063828E-1,-2.710711874E0,2.782925344E0
4.323161604E1,-4.858868831E-1,4.855301298E-1,-2.203097541E0,2.307696762E0
4.324160504E1,-9.050542581E-1,4.391914209E-1,-1.796233658E0,2.058753912E0
4.325159504E1,-1.226932662E0,4.101419784E-1,-1.475355420E0,1.962206364E0
4.326158504E1,-1.393183475E0,4.252234459E-1,-1.049610293E0,1.795398825E0
4.327157504E1,-1.499747665E0,3.453641845E-1,-5.608713573E-1,1.638015921E0
4.328156404E1,-1.571230315E0,8.145514928E-2,8.102720618E-2,1.575425356E0
4.329155404E1,-1.669765985E0,-2.828223659E-1,9.980857980E-1,1.965777758E0
4.330154404E1,-1.735546284E0,-7.513899424E-1,2.294647982E0,2.973569758E0
4.331153304E1,-1.896869210E0,-1.305156129E0,3.580972275E0,4.257335758E0
4.332152304E1,-1.739370655E0,-1.655050005E0,4.470578774E0,5.074512329E0
4.333151304E1,-1.188537506E0,-1.777652522E0,4.410511497E0,4.901559095E0
4.334150133E1,-2.891171859E-1,-1.507141761E0,3.722126400E0,4.026076250E0
4.335149133E1,3.905224137E-1,-8.280011120E-1,2.759648391E0,2.907533807E0
4.336148133E1,3.595391509E-1,-2.995687184E-1,1.611523039E0,1.678099021E0
4.337147033E1,-2.054971050E-2,-1.156199187E-2,6.370482981E-1,6.374845131E-1
4.338146033E1,-3.416558804E-1,4.704017749E-1,-1.667047030E-1,6.048115644E-1
4.339145033E1,-8.139642131E-1,6.617793891E-1,-8.823711544E-1,1.370791215E0
4.340144033E1,-1.339958756E0,3.239732424E-1,-9.338488716E-1,1.665089140E0
4.341142933E1,-1.700144463E0,-4.071531741E-1,2.199231362E-1,1.761996336E0
4.342141933E1,-1.552761592E0,-1.452796862E0,2.251387941E0,3.096842738E0
4.343140933E1,-8.063437562E-1,-2.404397296E0,4.026991453E0,4.758989049E0
4.344139833E1,2.523424387E-1,-2.869060028E0,5.355904527E0,6.081191943E0
4.345138833E1,1.041006773E0,-2.941279574E0,5.798784335E0,6.584885754E0
4.346137833E1,1.223818143E0,-2.875419753E0,5.050123799E0,5.938814696E0
4.347136733E1,5.469044787E-1,-2.339258436E0,3.237182307E0,4.031201289E0
4.348135733E1,-6.829303761E-1,-1.518933257E0,1.182432720E0,2.042473812E0
4.349134733E1,-1.804736387E0,-6.572400494E-1,-3.836247092E-1,1.958623452E0
4.350133633E1,-2.741761466E0,-5.225875899E-3,-1.482542233E0,3.116923919E0
4.351132633E1,-3.079120666E0,4.374808179E-1,-1.988333988E0,3.691320305E0
4.352131633E1,-2.896552759E0,4.974399579E-1,-1.643661091E0,3.367355963E0
4.353130533E1,-2.187264743E0,3.646484845E-1,-6.823607111E-1,2.320067179E0
4.354129533E1,-1.210036694E0,6.523482688E-2,1.503143728E-2,1.211887094E0
4.355128533E1,-2.580911470E-1,-1.459877804E-1,3.849192828E-1,4.858871540E-1
4.356127533E1,4.897684841E-1,-1.819326615E-1,5.412486863E-1,7.522784071E-1
4.357126433E1,9.252060290E-1,-1.494162953E-1,2.740876490E-1,9.764504415E-1
4.358125433E1,1.238970471E0,1.223575374E-1,-3.828517073E-1,1.302533925E0
4.359124433E1,1.136816179E0,4.368085708E-1,-1.626090792E0,2.031581654E0
4.360123333E1,9.004114227E-1,8.484745529E-1,-2.948222265E0,3.197290153E0
4.361122333E1,4.463141701E-1,1.133728995E0,-3.902881377E0,4.088645352E0
4.362121333E1,2.242760777E-2,1.417358788E0,-4.452619636E0,4.672818267E0
4.363120233E1,-2.374800225E-1,1.460147397E0,-4.781894476E0,5.005491181E0
4.364119233E1,-2.293011382E-1,1.486407096E0,-4.939455303E0,5.163351989E0
4.365118233E1,-1.234950127E-1,1.428550359E0,-4.830921040E0,5.039226651E0
4.366117133E1,1.913984631E-2,1.250242734E0,-4.301066823E0,4.479134854E0
4.367116133E1,2.308241735E-1,1.063647923E0,-3.590616088E0,3.751952904E0
4.368115133E1,3.154036362E-1,8.261183086E-1,-3.037028607E0,3.163146167E0
4.369114133E1,3.411373420E-1,6.548465648E-1,-2.766986647E0,2.863811064E0
4.370113033E1,4.070596187E-1,4.994397057E-1,-2.768754845E0,2.842734765E0
4.371112033E1,5.074638397E-1,4.578016830E-1,-2.847929068E0,2.928788471E0
4.372111033E1,5.974250798E-1,4.181916209E-1,-2.870625620E0,2.961805600E0
4.373109933E1,6.455854522E-1,3.726720338E-1,-2.547821310E0,2.654629625E0
4.374108933E1,6.630505738E-1,3.938902272E-1,-2.062422304E0,2.201901754E0
4.375107933E1,8.865114217E-1,3.703292738E-1,-1.582440743E0,1.851260375E0
4.376106833E1,1.135937415E0,3.107703757E-1,-1.122150850E0,1.626700516E0
4.377105833E1,1.318733363E0,1.502972697E-1,-4.341493303E-1,1.396471480E0
4.378104833E1,1.355185052E0,-6.231096324E-2,6.126917213E-1,1.488556457E0
4.379103733E1,1.309459095E0,-1.522707415E-1,1.804988109E0,2.235140169E0
4.380102733E1,1.517674643E0,-5.847347215E-2,2.772623947E0,3.161360312E0
4.381101733E1,1.990991548E0,7.300891936E-2,3.335419623E0,3.885151440E0
4.382100633E1,2.435622451E0,8.331215188E-2,3.605145249E0,4.351582460E0
4.383099633E1,2.596092998E0,3.214424578E-1,3.679234149E0,4.514397860E0
4.384098633E1,2.501345885E0,7.721442689E-1,3.595166391E0,4.447264259E0
4.385097533E1,2.003127444E0,9.518933060E-1,3.198186641E0,3.891917036E0
4.386096533E1,1.461573387E0,1.113712295E0,2.857240174E0,3.397112488E0
4.387095533E1,9.282434383E-1,1.549893386E0,2.612789138E0,3.176550404E0
4.388094533E1,4.199897128E-1,1.689473587E0,2.487181590E0,3.035915780E0
4.389093433E1,2.877082262E-2,1.594670487E0,2.971383086E0,3.372375894E0
4.390092433E1,-2.771297360E-1,1.221585091E0,3.802124496E0,4.003151472E0
4.391091433E1,-2.357768748E-1,5.166276692E-1,4.568182252E0,4.603344868E0
4.392090333E1,2.665007405E-1,-3.444248293E-1,5.642491769E0,5.659272433E0
4.393089333E1,9.331366807E-1,-1.288244958E0,6.729208492E0,6.914663120E0
4.394088333E1,1.479978229E0,-1.976022383E0,7.520115160E0,7.914994128E0
4.395087233E1,1.773740881E0,-2.211755367E0,7.871342787E0,8.366364550E0
4.396086233E1,1.737529513E0,-2.172622584E0,7.365914143E0,7.873753163E0
4.397085233E1,1.500849280E0,-1.760247408E0,5.850431036E0,6.291149562E0
4.398084133E1,9.635218830E-1,-1.128455099E0,3.675151623E0,3.963398136E0
4.399083133E1,2.405809471E-1,-5.342143032E-1,1.546240046E0,1.653518187E0
4.400082133E1,-5.144928873E-1,-1.079918604E-2,-6.503390193E-2,5.186992981E-1
4.401081033E1,-1.047296696E0,3.349936359E-1,-1.247495858E0,1.662918224E0
4.402080033E1,-1.138187424E0,3.635690885E-1,-2.014183359E0,2.341919661E0
4.403079033E1,-9.177510484E-1,1.729396256E-1,-2.288925896E0,2.472115867E0
4.404077933E1,-5.214161368E-1,-2.142089447E-1,-2.191817093E0,2.263144368E0
4.405076933E1,-6.865036827E-2,-6.283834554E-1,-1.961067837E0,2.060428524E0
4.406075933E1,3.413109312E-1,-9.403962913E-1,-1.896485340E0,2.144176994E0
4.407074933E1,6.269193126E-1,-1.087108341E0,-2.116289778E0,2.460389155E0
4.408073833E1,8.568568289E-1,-1.162119201E0,-2.587744344E0,2.963299757E0
4.409072833E1,7.969602907E-1,-1.160676985E0,-3.142698904E0,3.443671466E0
4.410071833E1,5.965808515E-1,-1.018159436E0,-3.784257744E0,3.963983353E0
4.411070733E1,9.813144486E-2,-8.084554781E-1,-4.373989788E0,4.449159101E0
4.412069733E1,-5.476569423E-1,-5.291894618E-1,-4.743485286E0,4.804229623E0
4.413068733E1,-1.104013080E0,-2.235061273E-1,-5.114306347E0,5.236881637E0
4.414067633E1,-1.360692837E0,-2.042180266E-2,-5.262682952E0,5.435782731E0
4.415066633E1,-1.440581444E0,1.150254031E-1,-5.263926070E0,5.458701623E0
4.416065633E1,-1.392884536E0,1.946557825E-1,-5.194202117E0,5.381240920E0
4.417064533E1,-1.423608877E0,2.721447654E-1,-5.095599350E0,5.297721939E0
4.418063533E1,-1.660394945E0,3.651096471E-1,-4.948740097E0,5.232613589E0
4.419062533E1,-2.005475978E0,4.509642414E-1,-4.974204136E0,5.382193738E0
4.420061433E1,-2.244322020E0,5.754962669E-1,-5.146375401E0,5.643877838E0
4.421060433E1,-2.330308542E0,6.539307446E-1,-5.269615411E0,5.798862811E0
4.422059433E1,-2.283630950E0,6.599512571E-1,-5.090349135E0,5.618021030E0
4.423058333E1,-2.066440510E0,4.276858912E-1,-4.271485174E0,4.764312878E0
4.424057333E1,-1.708190524E0,3.223621152E-2,-2.845356878E0,3.318886832E0
4.425056333E1,-1.356033629E0,-5.790860919E-1,-1.035861735E0,1.801992630E0
4.426055233E1,-1.199715774E0,-1.334368087E0,1.018698987E0,2.063396171E0
4.427054233E1,-1.153525328E0,-1.946244560E0,3.012850370E0,3.767725564E0
4.428053233E1,-1.195377652E0,-2.277045816E0,4.735959919E0,5.389172639E0
4.429052133E1,-9.716283166E-1,-2.162134580E0,5.706543923E0,6.179282408E0
4.430051133E1,-4.128410166E-1,-1.697638054E0,5.378287084E0,5.654943379E0
4.431050133E1,4.872718692E-1,-1.034950885E0,4.321255504E0,4.470101380E0
4.432049133E1,1.126984451E0,-1.544604872E-1,3.506379930E0,3.686278911E0
4.433048033E1,9.972728158E-1,6.513117767E-1,2.954722615E0,3.185772407E0
4.434047092E1,9.516698875E-2,8.691533042E-1,2.454713171E0,2.605782219E0
4.435046092E1,-9.730051897E-1,1.230297589E0,2.018118535E0,2.556007371E0
4.436044992E1,-1.661869028E0,1.738712259E0,1.645007120E0,2.913928175E0
4.437043992E1,-2.136731644E0,1.519002838E0,1.639301407E0,3.091973616E0
4.438042992E1,-2.199238087E0,9.073644199E-1,2.578160173E0,3.508114626E0
4.439041892E1,-1.973764919E0,-3.178714536E-2,4.072371109E0,4.525589998E0
4.440040892E1,-1.154219758E0,-1.173625059E0,5.466753702E0,5.709204417E0
4.441039892E1,5.376729495E-2,-2.029062184E0,6.428884386E0,6.741701471E0
4.442038792E1,1.170221103E0,-2.531157037E0,6.833987088E0,7.381026548E0
4.443037792E1,1.875053833E0,-2.564418046E0,6.353157681E0,7.103145734E0
4.444036792E1,1.879005674E0,-2.149256818E0,4.886580101E0,5.659384443E0
4.445035692E1,9.066053052E-1,-1.460198852E0,2.707602909E0,3.207058993E0
4.446034692E1,-5.599548794E-1,-6.062670200E-1,6.275904268E-1,1.036811897E0
4.447033692E1,-1.937787879E0,2.563860807E-1,-9.743045872E-1,2.184038716E0
4.448032592E1,-2.829588399E0,1.071632588E0,-2.340229951E0,3.825133088E0
4.449031592E1,-3.113838217E0,1.512568709E0,-3.412790565E0,4.861171873E0
4.450030592E1,-2.548847496E0,1.359608471E0,-3.371586991E0,4.439905133E0
4.451029492E1,-1.347236786E0,7.514210057E-1,-2.160720431E0,2.654881026E0
4.452028492E1,9.578464659E-2,-1.129590701E-2,-7.739240152E-1,7.799106855E-1
4.453027492E1,1.471112096E0,-5.042537549E-1,4.253779221E-1,1.612262083E0
4.454026392E1,2.410399316E0,-7.164056126E-1,9.800196558E-1,2.698833154E0
4.455025392E1,2.972035636E0,-6.423519420E-1,9.427857560E-1,3.183466164E0
4.456024392E1,3.081401373E0,-4.621222638E-1,3.443542242E-2,3.116051541E0
4.457023392E1,3.041114641E0,-9.464434817E-2,-1.536281068E0,3.408444709E0
4.458022292E1,2.622623570E0,3.671183118E-1,-3.337250386E0,4.260301678E0
4.459021292E1,2.013881643E0,8.094324017E-1,-4.782211395E0,5.251708856E0
4.460020292E1,1.323004024E0,1.100538299E0,-5.741230191E0,5.993600612E0
4.461019192E1,5.845815975E-1,1.241133649E0,-6.033310307E0,6.187324272E0
4.462018192E1,4.402363183E-2,1.182272653E0,-5.396832113E0,5.524989010E0
4.463017192E1,-8.453834955E-2,8.882734801E-1,-4.296542248E0,4.388217382E0
4.464016092E1,1.565286839E-1,4.770432618E-1,-3.124695911E0,3.164774248E0
4.465015092E1,5.145232563E-1,5.945770472E-2,-2.239358464E0,2.298476829E0
4.466014092E1,6.920282782E-1,-1.403944252E-1,-1.808699337E0,1.941650593E0
4.467012992E1,6.301259988E-1,-1.092583673E-1,-1.901368350E0,2.006040320E0
4.468011992E1,4.625215920E-1,1.168481994E-1,-2.448936122E0,2.494968508E0
4.469010992E1,3.552354174E-1,3.810752501E-1,-3.173303230E0,3.215783566E0
4.470009892E1,3.054948350E-1,6.749603288E-1,-3.810933326E0,3.882281721E0
4.471008892E1,2.121369839E-1,1.048424185E0,-4.181031087E0,4.315694188E0
4.472007892E1,1.276794812E-1,1.327174550E0,-4.310477332E0,4.511973977E0
4.473006792E1,-3.821810500E-2,1.518420894E0,-3.850938807E0,4.139660895E0
4.474005792E1,-1.048667612E-1,1.647415442E0,-2.648439027E0,3.120769770E0
4.475004792E1,-6.302520063E-2,1.589368085E0,-9.444095278E-1,1.849857412E0
4.476003692E1,2.237865561E-1,1.486928083E0,7.921030086E-1,1.699547800E0
4.477002692E1,6.421567181E-1,1.149092335E0,2.285979484E0,2.637893221E0
4.478001692E1,1.096082209E0,6.228772055E-1,3.478816155E0,3.700207300E0
4.479000592E1,1.320445721E0,1.406928525E-1,4.601685628E0,4.789455293E0
4.479999592E1,1.532376005E0,-1.940436521E-1,5.654662748E0,5.861829062E0
4.480998592E1,1.864672101E0,1.201725608E-1,6.423455831E0,6.689710630E0
4.481997492E1,2.234622220E0,8.467412189E-1,6.048763329E0,6.503694716E0
4.482996492E1,2.632487238E0,1.294927302E0,4.451295242E0,5.331121374E0
4.483995492E1,2.762217073E0,1.883190233E0,2.836873738E0,4.384529760E0
4.484994392E1,2.230974142E0,2.257637445E0,1.840962519E0,3.669239084E0
4.485993392E1,1.458011117E0,1.644608924E0,1.816449822E0,2.851319850E0
4.486992392E1,1.261818320E0,7.036426757E-1,3.081837575E0,3.403677618E0
4.487991292E1,1.693510797E0,-4.604457209E-1,4.657120741E0,4.976822548E0
4.488990292E1,2.264202407E0,-1.548318000E0,5.597485165E0,6.233437362E0
4.489989292E1,2.523631086E0,-2.150204213E0,6.128964908E0,6.968235276E0
4.490988192E1,2.359088976E0,-2.387850845E0,6.081543989E0,6.946388252E0
4.491987192E1,1.916636161E0,-2.377115065E0,5.232737607E0,6.058524000E0
4.492986192E1,1.108728055E0,-2.145883706E0,3.856120024E0,4.550138066E0
4.493985092E1,1.135788750E-2,-1.635203386E0,2.480329238E0,2.970867254E0
4.494984092E1,-1.049501242E0,-9.430450800E-1,9.149746442E-1,1.681655577E0
4.495983092E1,-1.913245653E0,-1.833413471E-1,-1.019276692E0,2.175556929E0
4.496982092E1,-2.447098488E0,3.563623586E-1,-2.906334566E0,3.816027483E0
4.497980992E1,-2.393053551E0,4.706824413E-1,-3.648871313E0,4.388907508E0
4.498979992E1,-1.976622308E0,4.974635661E-2,-3.052599742E0,3.637014660E0
4.499978992E1,-1.413500942E0,-5.683014143E-1,-2.063802831E0,2.565196588E0
4.500977892E1,-6.925150589E-1,-1.114320844E0,-1.236917660E0,1.803123220E0
4.501976892E1,-4.239737498E-2,-1.492364386E0,-6.235751438E-1,1.617960122E0
4.502975792E1,5.037939079E-1,-1.819048178E0,-4.295586812E-1,1.935785431E0
4.503974792E1,7.921789493E-1,-1.964949219E0,-5.997728831E-1,2.201885653E0
4.504973792E1,8.467579566E-1,-1.853798327E0,-1.037481413E0,2.286905105E0
4.505972692E1,6.345995573E-1,-1.674145550E0,-1.656909127E0,2.439431855E0
4.506971692E1,1.947213627E-1,-1.338454414E0,-2.298659171E0,2.667060294E0
4.507970692E1,-2.652438084E-1,-8.962886971E-1,-3.066225509E0,3.205530624E0
4.508969692E1,-6.263932094E-1,-4.190806170E-1,-3.963421109E0,4.034439726E0
4.509968592E1,-9.417943606E-1,8.566185549E-2,-4.789838503E0,4.882301451E0
4.510967592E1,-1.123289961E0,5.157235435E-1,-5.192238622E0,5.337330139E0
4.511966592E1,-1.307562550E0,7.801143162E-1,-5.124551253E0,5.345963310E0
4.512965492E1,-1.547588122E0,9.940257838E-1,-4.809196295E0,5.148930497E0
4.513964492E1,-1.672462136E0,1.111086456E0,-4.388127771E0,4.825692494E0
4.514963492E1,-1.690417766E0,1.105207373E0,-3.950773582E0,4.437071946E0
4.515962392E1,-1.630354290E0,1.063706760E0,-3.717671406E0,4.196499478E0
4.516961392E1,-1.413275970E0,1.033292468E0,-3.418120303E0,3.840389133E0
4.517960392E1,-1.254509301E0,1.013786303E0,-2.879313414E0,3.300303317E0
4.518959292E1,-1.222371249E0,9.582609969E-1,-2.079445887E0,2.595486623E0
4.519958292E1,-1.388042311E0,8.000221851E-1,-1.071620382E0,1.927450958E0
4.520957292E1,-1.672859893E0,4.440868194E-1,2.071463853E-1,1.743153163E0
4.521956192E1,-1.882738975E0,-1.039225638E-1,1.698983352E0,2.538119457E0
4.522955192E1,-2.047143383E0,-6.354482076E-1,2.924729322E0,3.626104254E0
4.523954192E1,-1.977399841E0,-8.771276638E-1,3.665546402E0,4.256253458E0
4.524953092E1,-1.684280967E0,-8.890190001E-1,4.096441172E0,4.517520054E0
4.525952092E1,-1.010917586E0,-5.986420316E-1,3.880674822E0,4.054622513E0
4.526951092E1,-3.303304084E-1,-7.189809456E-2,3.319419302E0,3.336589879E0
4.527949992E1,-9.071474517E-2,4.429107982E-1,2.793313735E0,2.829664426E0
4.528948992E1,-5.270650953E-1,7.818193643E-1,2.229293067E0,2.420493072E0
4.529947992E1,-1.451661333E0,7.500711760E-1,1.492445077E0,2.212988862E0
4.530946892E1,-2.251977925E0,6.420780730E-1,8.696780187E-1,2.498000938E0
4.531945892E1,-2.572082869E0,3.393463764E-1,9.691438347E-1,2.769477572E0
4.532944892E1,-2.374110911E0,-4.709859118E-1,1.930851181E0,3.096193894E0
4.533943896E1,-1.560572449E0,-1.443467483E0,3.277433370E0,3.906475936E0
4.534942896E1,-6.143450946E-1,-2.253251157E0,4.398888402E0,4.980439724E0
4.535941896E1,3.985312354E-1,-2.775274490E0,4.897084624E0,5.642908245E0
4.536940796E1,1.249183657E0,-2.844321921E0,4.553281208E0,5.512077354E0
4.537939796E1,1.572387333E0,-2.612815450E0,3.291530423E0,4.487023404E0
4.538938796E1,1.192375983E0,-2.284970986E0,1.551390274E0,3.008266057E0
4.539937696E1,7.078252348E-2,-1.941985010E0,1.489981645E-1,1.948978296E0
4.540936696E1,-1.154050920E0,-1.449995900E0,-7.116558462E-1,1.985138705E0
4.541935696E1,-2.170041185E0,-8.832722104E-1,-1.985011600E0,3.070752285E0
4.542934596E1,-2.798890517E0,-3.249872227E-1,-3.602333323E0,4.573424340E0
4.543933596E1,-3.330477264E0,1.725030944E-2,-4.681750968E0,5.745534658E0
4.544932596E1,-3.674656364E0,2.927523999E-1,-4.136551318E0,5.540745452E0
4.545931496E1,-3.177869613E0,9.610425174E-2,-2.506247022E0,4.048378125E0
4.546930496E1,-2.007846878E0,-3.830413764E-1,-8.417493778E-1,2.210590825E0
4.547929496E1,-6.032807739E-1,-6.496602307E-1,6.202428156E-1,1.081992263E0
4.548928396E1,4.826803065E-1,-7.206443323E-1,1.430588552E0,1.672988983E0
4.549927396E1,1.261048096E0,-6.107350968E-1,1.620937057E0,2.142586428E0
4.550926396E1,1.556528368E0,-3.429215467E-1,1.249488589E0,2.025240105E0
4.551925296E1,1.287435557E0,7.441444382E-2,2.095256174E-1,1.306494855E0
4.552924296E1,8.390873598E-1,5.513478145E-1,-1.127361304E0,1.509634234E0
4.553923296E1,4.023701883E-1,9.924519327E-1,-2.665829231E0,2.872891940E0
4.554922196E1,5.734188974E-2,1.459137875E0,-4.206467645E0,4.452722928E0
4.555921196E1,-2.748920066E-1,1.828965348E0,-5.650279675E0,5.945278822E0
4.556920196E1,-5.776451187E-1,1.989245423E0,-6.521984339E0,6.843029369E0
4.557919096E1,-4.858171550E-1,1.950418595E0,-6.159057603E0,6.478745370E0
4.558918096E1,-2.376099403E-1,1.502232585E0,-5.053832104E0,5.277724903E0
4.559917096E1,3.284482262E-1,1.070014298E0,-3.730959204E0,3.895236247E0
4.560915996E1,8.240024936E-1,7.169037954E-1,-2.748460913E0,2.957527439E0
4.561914996E1,1.171506832E0,5.348350947E-1,-1.988596528E0,2.369175593E0
4.562913996E1,1.155120814E0,4.024479197E-1,-1.402028412E0,1.860632175E0
4.563912896E1,1.126224167E0,3.446201994E-1,-9.722592312E-1,1.527230162E0
4.564911896E1,1.191570822E0,2.817206043E-1,-6.194756609E-1,1.372209028E0
4.565910896E1,1.160419049E0,2.147215263E-1,-2.493597740E-1,1.206174946E0
4.566909796E1,1.011129840E0,1.566852066E-1,2.625522619E-1,1.056346296E0
4.567908796E1,9.188036934E-1,7.729010448E-2,8.192299962E-1,1.233414680E0
4.568907796E1,1.129216626E0,-1.314533016E-1,1.458504914E0,1.849228689E0
4.569906696E1,1.596057592E0,-3.752666261E-1,2.277034414E0,2.805906378E0
4.570905696E1,2.155314241E0,-5.578239347E-1,3.205930694E0,3.903144711E0
4.571904696E1,2.738268632E0,-5.658202945E-1,3.964572426E0,4.851402089E0
4.572903596E1,3.206864786E0,-3.843089797E-1,4.363211616E0,5.428562494E0
4.573902596E1,3.363101512E0,-1.069097601E-1,4.373776950E0,5.518315529E0
4.574901596E1,3.257921212E0,3.557643346E-1,3.943470994E0,5.127531801E0
4.575900496E1,2.624045613E0,5.684510299E-1,3.339429644E0,4.284920337E0
4.576899496E1,1.676972532E0,8.199144859E-1,3.038313825E0,3.565928706E0
4.577898496E1,6.509945653E-1,1.205849357E0,3.194628611E0,3.476135578E0
4.578897396E1,-4.390250676E-1,1.146679335E0,3.560142739E0,3.765930540E0
4.579896396E1,-1.182505006E0,8.626154593E-1,4.510029353E0,4.741601870E0
4.580895296E1,-1.544857326E0,4.124682932E-1,5.656205243E0,5.877871384E0
4.581894296E1,-1.262264317E0,-3.872558302E-1,6.493554592E0,6.626426602E0
4.582893296E1,-4.751543918E-1,-1.545349223E0,7.451436689E0,7.624813745E0
4.583892196E1,3.133516655E-1,-2.520484992E0,8.499284046E0,8.870674335E0
4.584891196E1,8.698095810E-1,-2.994908774E0,8.791676404E0,9.328430804E0
4.585890196E1,1.052253381E0,-2.886454618E0,7.656181038E0,8.249603962E0
4.586889096E1,9.978831920E-1,-2.354315017E0,5.472420239E0,6.040360364E0
4.587888096E1,8.078614010E-1,-1.571330741E0,2.807759866E0,3.317414024E0
4.588887096E1,4.300954556E-1,-8.208515753E-1,4.506671298E-1,1.030475750E0
4.589885996E1,-1.757918243E-1,-1.803412870E-1,-1.490338910E0,1.511468098E0
4.590884996E1,-8.106392670E-1,4.109866087E-1,-2.870480025E0,3.010930352E0
4.591883996E1,-1.336861340E0,7.473576294E-1,-3.542244412E0,3.859175707E0
4.592882896E1,-1.510139190E0,7.156724449E-1,-3.525557043E0,3.901571464E0
4.593881896E1,-1.237394062E0,3.511785096E-1,-3.000646647E0,3.264712960E0
4.594880896E1,-6.083782669E-1,-3.076117828E-1,-1.992591346E0,2.105984187E0
4.595879796E1,-1.178555742E-1,-9.611607043E-1,-8.524725866E-1,1.290127647E0
4.596878796E1,2.683920224E-1,-1.334032018E0,-2.553958547E-1,1.384522570E0
4.597877796E1,5.279142207E-1,-1.539979140E0,-2.898932576E-1,1.653561997E0
4.598876696E1,6.430308768E-1,-1.521014573E0,-8.113514578E-1,1.839909027E0
4.599875696E1,5.515753077E-1,-1.389230611E0,-1.711518028E0,2.272331616E0
4.600874696E1,3.424593609E-1,-1.242326919E0,-2.787858868E0,3.071288273E0
4.601873596E1,-9.907606255E-2,-1.046822633E0,-3.609577439E0,3.759614738E0
4.602872596E1,-5.217907606E-1,-7.963732302E-1,-4.175592592E0,4.282761891E0
4.603871596E1,-8.481721057E-1,-5.608853906E-1,-4.659221646E0,4.768892396E0
4.604870496E1,-1.017348207E0,-4.087908331E-1,-5.161905021E0,5.277060808E0
4.605869496E1,-8.897317757E-1,-1.314509627E-1,-5.520597787E0,5.593380187E0
4.606868496E1,-7.093511662E-1,7.816119343E-3,-5.663621852E0,5.707876369E0
4.607867396E1,-5.219614628E-1,5.459793761E-2,-5.425823193E0,5.451145019E0
4.608866396E1,-2.651209803E-1,8.482862726E-2,-5.055081654E0,5.062739926E0
4.609865396E1,-7.612647202E-2,-1.229596362E-2,-4.710328649E0,4.710959819E0
4.610864296E1,4.775124551E-2,1.477240562E-2,-4.223651442E0,4.223947195E0
4.611863296E1,1.183577952E-1,7.616875470E-2,-3.634770752E0,3.637494834E0
4.612862296E1,-1.293526528E-2,4.304398566E-2,-3.112044291E0,3.112368836E0
4.613861196E1,-2.198685013E-1,-2.278893828E-2,-2.448636745E0,2.458593785E0
4.614860196E1,-3.780142693E-1,-3.578934520E-3,-1.681704245E0,1.723669564E0
4.615859196E1,-4.416048957E-1,-9.621008635E-3,-8.778231901E-1,9.826906943E-1
4.616858096E1,-7.035388876E-1,-8.075194851E-2,-8.236972690E-3,7.082059668E-1
4.617857096E1,-1.065220093E0,-1.864644912E-1,8.552090836E-1,1.378711511E0
4.618856096E1,-1.525627441E0,-4.554065904E-1,1.587706161E0,2.248498411E0
4.619854996E1,-1.725708928E0,-7.060302401E-1,2.459852289E0,3.086652441E0
4.620853996E1,-1.721961009E0,-9.864303969E-1,3.195618544E0,3.761671507E0
4.621852996E1,-1.339326088E0,-1.016878603E0,3.475562764E0,3.861006733E0
4.622851896E1,-5.447728032E-1,-8.296642064E-1,3.199902214E0,3.350297641E0
